question,answer,model_answer,id,clean_model_answer,is_correct
چرا امروزه مردم‌شناسان، جوامع ابتدایی را فرو دستانه برآورد نمی کنند؟,آن‌ها دریافته‌اند که اگرچه جوامع پیشرفته از دانش تخصصی و فنون بهره‌مندی بیشتری دارند، اما در مقابل، غالباً از نظر همبستگی و یکپارچگی ویژه‌ای که در جوامع کمتر پیشرفته وجود دارد، دچار کمبود قابل توجهی هستند,مردم‌شناسان امروزه جوامع ابتدایی را فرو دستانه برآورد نمی‌کنند زیرا از رویکرد نسبی‌گرایی فرهنگی پیروی می‌کنند. این رویکرد به معنای پرهیز از قضاوت ارزشی و قوم‌مدارانه درباره فرهنگ‌های دیگر است و باور دارد که هر فرهنگی باید در چارچوب خود و با توجه به معیارهای خاص خود درک شود. آنها به پیچیدگی و ارزش هر فرهنگ، فارغ از میزان پیشرفت تکنولوژیک آن، احترام می‌گذارند.,1646910,مردم‌شناسان امروزه جوامع ابتدایی را فرو دستانه برآورد نمی‌کنند زیرا از رویکرد نسبی‌گرایی فرهنگی پیروی می‌کنند. این رویکرد به معنای پرهیز از قضاوت ارزشی و قوم‌مدارانه درباره فرهنگ‌های دیگر است و باور دارد که هر فرهنگی باید در چارچوب خود و با توجه به معیارهای خاص خود درک شود. آنها به پیچیدگی و ارزش هر فرهنگ، فارغ از میزان پیشرفت تکنولوژیک آن، احترام می‌گذارند.,False
کریستیان یوهان دوپلر کیست؟,فیزیکدان اتریشی,فیزیک‌دان و ریاضی‌دان اتریشی,1640405,فیزیک‌دان و ریاضی‌دان اتریشی,True
هیئت مدیره بین‌المللی واترپلو و کمیته بین‌المللی شنا در چه سالی پا گرفتند؟,سال ۱۹۲۸,"<Think>هیئت مدیره بین‌المللی واترپلو و کمیته بین‌المللی شنا هر دو نهادهایی هستند که تحت نظارت فینا (FINA) فعالیت می‌کنند. فینا در سال ۱۹۰۸ تأسیس شد و این کمیته‌ها نیز در همان زمان یا کمی پس از آن برای نظارت بر رشته‌های مربوطه ایجاد شدند.</Think>
<ANSWER>۱۹۰۸</ANSWER>",1645631,۱۹۰۸,False
قبل از عرضه اولیه، چه سهمی از گوگل در اختیار یاهو بود؟,۸٫۴ میلیون,"Think
گوگل و یاهو از شرکت‌های رقیب در حوزه اینترنت بوده‌اند. یاهو هرگز سهمی از گوگل قبل از عرضه اولیه آن نداشته است. در واقع، یاهو فرصتی برای خرید گوگل در اوایل کار آن را رد کرده بود.",1611830,"Think
گوگل و یاهو از شرکت‌های رقیب در حوزه اینترنت بوده‌اند. یاهو هرگز سهمی از گوگل قبل از عرضه اولیه آن نداشته است. در واقع، یاهو فرصتی برای خرید گوگل در اوایل کار آن را رد کرده بود.",False
چند نفر از مجلس نمایندگان ژاپن را زنان تشکیل داده‌اند؟,,<ANSWER>حدود ۱۰ درصد</ANSWER>,1623011,حدود ۱۰ درصد,False
ون گوگ توسط چه کسی به قتل رسید؟,یک مراکشی,مرگ ون گوگ به طور رسمی خودکشی اعلام شد. هیچ‌کس به اتهام قتل او دستگیر یا محکوم نشده است. برخی نظریه‌های دیگر این موضوع را یک حادثه یا قتل احتمالی می‌دانند، اما اینها تنها نظریه هستند و توسط مقامات تأیید نشده‌اند.,1631571,مرگ ون گوگ به طور رسمی خودکشی اعلام شد. هیچ‌کس به اتهام قتل او دستگیر یا محکوم نشده است. برخی نظریه‌های دیگر این موضوع را یک حادثه یا قتل احتمالی می‌دانند، اما اینها تنها نظریه هستند و توسط مقامات تأیید نشده‌اند.,False
برنامه ی مسابقات شنای مردان در المپیک تا سال 1952 شامل چه رقابت هایی می شد؟,رقابت‌های کرال سینه، کرال پشت و قورباغه,"<Think>برنامه مسابقات شنای مردان در المپیک تا سال ۱۹۵۲ شامل رشته‌های شنای آزاد (۱۰۰ متر، ۴۰۰ متر، ۱۵۰۰ متر)، شنای کرال پشت (۱۰۰ متر)، شنای قورباغه (۲۰۰ متر) و امدادی آزاد (۴ در ۲۰۰ متر) می‌شد.</Think>
<ANSWER>شنای آزاد (۱۰۰ متر، ۴۰۰ متر، ۱۵۰۰ متر)، شنای کرال پشت (۱۰۰ متر)، شنای قورباغه (۲۰۰ متر) و شنای امدادی ۴ در ۲۰۰ متر آزاد</ANSWER>",1645574,شنای آزاد (۱۰۰ متر، ۴۰۰ متر، ۱۵۰۰ متر)، شنای کرال پشت (۱۰۰ متر)، شنای قورباغه (۲۰۰ متر) و شنای امدادی ۴ در ۲۰۰ متر آزاد,False
لئونارد کلینراک تئوری‌ مسیریابی سلسله مراتبی را در چه سالی ارائه کرد؟,سال ۱۹۶۷,سال ۱۹۷۸,1619112,سال ۱۹۷۸,False
چرا در بین مرزها بازرگانی و ازدواج و حتی جاسوسی را ممکن می‌ساخت؟,رفت‌وآمد بین مرزها آزاد بود,مرزها همیشه کاملاً نفوذناپذیر نبودند. این امر اجازه می‌داد تا افراد، کالاها و اطلاعات در سراسر آنها حرکت کنند.,1642073,مرزها همیشه کاملاً نفوذناپذیر نبودند. این امر اجازه می‌داد تا افراد، کالاها و اطلاعات در سراسر آنها حرکت کنند.,True
مهندس گوگل امیت پاتل، شعار غیر رسمی شرکت گوگل را در چه سالی ثبت کرد؟,,سال 2000,1611605,سال 2000,False
ساختمان اصلی گوگل به چه نامی شناخته می‌شود؟,گوگل‌پلکس,<ANSWER>گوگل‌پلکس</ANSWER>,1612164,گوگل‌پلکس,True
اولین خواننده هیپ هاپ در فرانسه چه کسی بود؟,,دی‌ نَستی (Dee Nasty),1617653,دی‌ نَستی (Dee Nasty),False
ژاپن از چند جزیره تشکیل شده‌است؟,بیش از ۶۸۰۰ جزیره,از بیش از ۶۸۰۰ جزیره تشکیل شده‌است.,1622386,از بیش از ۶۸۰۰ جزیره تشکیل شده‌است.,True
نام 3 خواهر ناتنی رضاه چیست؟,,"<ANSWER>
همدم‌السلطنه، پری سلطان و اشرف سلطان
</ANSWER>",1637301,همدم‌السلطنه، پری سلطان و اشرف سلطان,False
در لغت‌نامه دهخدا واژه گیلان به چه معناست؟,محل سکونت گیل‌ها,<ANSWER>به معنای گل و رنگ است و به جایی گفته می‌شود که در آنجا گل‌های رنگارنگ و بسیار باشد.</ANSWER>,1609793,به معنای گل و رنگ است و به جایی گفته می‌شود که در آنجا گل‌های رنگارنگ و بسیار باشد.,False
 دلیل کافی برای کشف اکسیژن توسط سندی‌ووجیس از دیدگاه بوگاج چیست؟,جداسازی اکسیژن و ارتباط مناسب ماده با آن قسمت از هوا که برای زندگی لازم است,"بوگاج معتقد است که سندی‌ووجیس در قرن هفدهم، به وجود ""غذای زندگی"" در هوا اشاره کرده بود که برای تنفس و احتراق ضروری است. او این ماده را ""نیتر آسمانی"" نامید و آزمایش‌هایی انجام داد که نشان می‌داد این ماده می‌تواند از هوا یا نمک نیتر استخراج شود، که بوگاج این را یک پیش‌کشف برای اکسیژن می‌داند.",1624407,"بوگاج معتقد است که سندی‌ووجیس در قرن هفدهم، به وجود ""غذای زندگی"" در هوا اشاره کرده بود که برای تنفس و احتراق ضروری است. او این ماده را ""نیتر آسمانی"" نامید و آزمایش‌هایی انجام داد که نشان می‌داد این ماده می‌تواند از هوا یا نمک نیتر استخراج شود، که بوگاج این را یک پیش‌کشف برای اکسیژن می‌داند.",False
جان دالتون درمورد جرم اتمی اکسیژن به چه نتیجه‌ای رسیده‌‌بود؟,به این نتیجه رسید که جرم اتمی اکسیژن ۸ برابر بیشتر از هیدروژن است,"<Think>جان دالتون بنیانگذار نظریه اتمی بود و یکی از کارهایش تعیین جرم اتمی نسبی عناصر بود. او جرم اتمی اکسیژن را بر اساس هیدروژن که آن را ۱ در نظر گرفت، محاسبه کرد. او به دلیل اعتقاد به اینکه فرمول آب HO است، جرم اتمی اکسیژن را ۸ در نظر گرفت.</Think>
<ANSWER>او به این نتیجه رسید که جرم اتمی اکسیژن ۸ است.</ANSWER>",1624572,او به این نتیجه رسید که جرم اتمی اکسیژن ۸ است.,False
میان‌رودان تحت سلطه کدام کشور بود؟,ایران,"<Think>میان‌رودان یک منطقه جغرافیایی تاریخی است که در طول هزاره‌ها تحت سلطه امپراتوری‌ها و تمدن‌های متعددی بوده است. هیچ ""کشور"" واحدی به مفهوم مدرن یا حتی باستانی در تمام طول تاریخ بر آن سلطه دائمی نداشته است. از مهم‌ترین حاکمیت‌های بومی این منطقه می‌توان به امپراتوری‌های سومر، آکد، بابل و آشور اشاره کرد. پس از آن، امپراتوری‌های خارجی بزرگی مانند هخامنشیان، سلوکیان، اشکانیان، ساسانیان، خلفای اسلامی و امپراتوری عثمانی نیز بر آن تسلط یافتند. با توجه به اینکه سوال یک ""کشور"" را به صورت مفرد می‌پرسد و انتظار یک پاسخ مختصر می‌رود، و میان‌رودان بیشتر با تمدن‌های بومی قدرتمند خود شناخته می‌شود، می‌توان به یکی از برجسته‌ترین آنها اشاره کرد.</Think>
<ANSWER>امپراتوری‌های بابل و آشور</ANSWER>",1642074,امپراتوری‌های بابل و آشور,False
قدمت شنا کردن به حدود چند سال قبل از میلاد بر می گردد؟,,"<Think>شواهد نشان می‌دهد که شنا کردن از دوران پیشاتاریخ وجود داشته است. نقاشی‌های غار مربوط به شناگرانی که از عصر حجر (حدود ۷۰۰۰ سال قبل از میلاد) باقی مانده است، این قدمت را تأیید می‌کند.</Think>
<ANSWER>۷۰۰۰ سال قبل از میلاد</ANSWER>",1645407,۷۰۰۰ سال قبل از میلاد,False
هنرهای هفتگانه را نام ببرید.,,"<Think>هنرهای هفتگانه به‌طور سنتی شامل: معماری، پیکرتراشی (مجسمه‌سازی)، نقاشی، موسیقی، ادبیات، رقص، و سینما (فیلم) هستند.</Think>
<ANSWER>معماری، پیکرتراشی، نقاشی، موسیقی، ادبیات، رقص، و سینما.</ANSWER>",1647368,معماری، پیکرتراشی، نقاشی، موسیقی، ادبیات، رقص، و سینما.,False
یکی از پرفروش‌ترین آلبوم‌های سال ۲۰۰۵ برای چه گروهی بوده؟,گروه رپ سندیکای بلگراد,کلدپلی,1617816,کلدپلی,False
در طی لشگرکشی چه کسی به مسیحیانی که در لشکرش بودند مشکوک شد و آن‌ها را از حکومت و ارتش اخراج کرد؟,یزدگرد دوم,"<Think>عبدالمؤمن، بنیانگذار دولت موحدون، در طی لشکرکشی‌های خود به برخی از مسیحیان در ارتش و حکومت خود مشکوک شد و آنها را از مناصبشان اخراج کرد.</Think>
<ANSWER>عبدالمؤمن</ANSWER>",1642689,عبدالمؤمن,False
اولین وب سایتی که در شبکه قرار گرفت درمورد چه بود؟,,"<Think>اولین وب‌سایت توسط تیم برنرز-لی در سال ۱۹۹۱ ایجاد شد. این وب‌سایت در مورد پروژه جهانی وب (WorldWideWeb) و نحوه کار آن، همچنین توضیحاتی درباره ایجاد و استفاده از صفحات وب بود.</Think>
<ANSWER>در مورد پروژه جهانی وب (WorldWideWeb) و نحوه کار آن</ANSWER>",1618996,در مورد پروژه جهانی وب (WorldWideWeb) و نحوه کار آن,False
پرچم امویان بر طبق گفتهٔ طبری به چه رنگی بوده‌است؟,سفید,<ANSWER>سیاه</ANSWER>,1607966,سیاه,False
جاذبه‌های تاریخی تفرش را نام ببرید؟,,<ANSWER>امامزاده محمد، مسجد جامع، خانه تاریخی میرزا تقی‌خان</ANSWER>,1626436,امامزاده محمد، مسجد جامع، خانه تاریخی میرزا تقی‌خان,False
چرا بسیاری از وزارتخانه‌ها و سفارتخانه‌ها هلند خارج از پایتخت آن مستقر شده‌اند؟,تمرکززدایی,پایتخت قانونی و رسمی هلند آمستردام است، اما لاهه مقر حکومت، مجلس، و بسیاری از وزارتخانه‌ها و سفارتخانه‌هاست. دلیل آن تقسیم تاریخی وظایف بین این دو شهر است.,1631393,پایتخت قانونی و رسمی هلند آمستردام است، اما لاهه مقر حکومت، مجلس، و بسیاری از وزارتخانه‌ها و سفارتخانه‌هاست. دلیل آن تقسیم تاریخی وظایف بین این دو شهر است.,False
در چه بازه ی زمانی فدراسیون‌های ملی شنا در چندی از کشورهای اروپایی شکل گرفتند؟,در سال ۱۸۸۲ تا ۱۸۸۹,اواخر قرن نوزدهم و اوایل قرن بیستم (حدود ۱۸۹۰ تا ۱۹۲۰).,1645466,اواخر قرن نوزدهم و اوایل قرن بیستم (حدود ۱۸۹۰ تا ۱۹۲۰).,False
برای مردم عراق عجم، منطقه‌ خزر همسایه چگونه است؟,جهانی درهم برهم و واژگون هویت خودشان است,"<Think>عراق عجم به بخش‌های مرکزی و غربی ایران گفته می‌شد. منطقه خزر در شمال ایران قرار دارد. بنابراین، منطقه خزر برای مردم عراق عجم همسایه محسوب می‌شود.</Think>
<ANSWER>همسایه</ANSWER>",1610485,همسایه,False
پزشکی پرفشار چیست؟,یک درمان پزشکی است,پزشکی پرفشار شاخه‌ای از پزشکی است که از اکسیژن‌درمانی هایپرباریک (HBOT) استفاده می‌کند. در این روش، بیمار در یک محفظه تحت فشار (کپسول پرفشار) قرار می‌گیرد و اکسیژن خالص ۱۰۰٪ را تنفس می‌کند. این کار باعث می‌شود اکسیژن بیشتری در خون حل شده و به بافت‌های بدن برسد که می‌تواند به درمان برخی بیماری‌ها و شرایط خاص کمک کند.,1625203,پزشکی پرفشار شاخه‌ای از پزشکی است که از اکسیژن‌درمانی هایپرباریک (HBOT) استفاده می‌کند. در این روش، بیمار در یک محفظه تحت فشار (کپسول پرفشار) قرار می‌گیرد و اکسیژن خالص ۱۰۰٪ را تنفس می‌کند. این کار باعث می‌شود اکسیژن بیشتری در خون حل شده و به بافت‌های بدن برسد که می‌تواند به درمان برخی بیماری‌ها و شرایط خاص کمک کند.,False
در بعضی از گویش‌های رایج در استان خوزستان «بختیاری» برای ادای حرف «خ» از چه حرفی بهره می‌گیرد؟,«ح»,"<Think>در برخی گویش‌های بختیاری رایج در استان خوزستان، حرف «خ» به سمت حرف «ح» گرایش پیدا می‌کند و با صدایی نزدیک به آن ادا می‌شود.</Think>
<ANSWER>حرف «ح»</ANSWER>",1614071,حرف «ح»,True
درفش کاویانی چه زمانی ازبین رفت؟,پس از سرنگونی ساسانیان,در جریان نبرد قادسیه در سال ۶۳۶ میلادی.,1641789,در جریان نبرد قادسیه در سال ۶۳۶ میلادی.,False
مجتمع کاغذسازی هفت‌تپه به تولید چه چیزی می‌پردازد؟,استفاده از ضایعات نیشکر به تولید کاغذ می‌پردازد,این مجتمع به تولید کاغذ از باگاس نیشکر می‌پردازد.,1614463,این مجتمع به تولید کاغذ از باگاس نیشکر می‌پردازد.,True
آخرین فرمانروای زند کیست؟,لطفعلی خان,لطفعلی‌خان زند,1602673,لطفعلی‌خان زند,True
بلشویک‌ها که بودند؟,,"<Think>بلشویک‌ها یک فراکسیون از حزب سوسیال دموکرات کارگری روسیه بودند که بعدها به حزب کمونیست شوروی تبدیل شدند. آنها به رهبری لنین، نقش کلیدی در انقلاب اکتبر ۱۹۱۷ و تأسیس اتحاد جماهیر شوروی ایفا کردند.</Think>
<ANSWER>فراکسيونی از حزب سوسیال دموکرات کارگری روسیه که به رهبری لنین بودند و بعدها به حزب کمونیست شوروی تبدیل شدند.</ANSWER>",1637428,فراکسيونی از حزب سوسیال دموکرات کارگری روسیه که به رهبری لنین بودند و بعدها به حزب کمونیست شوروی تبدیل شدند.,False
سه عنصر فراوان در کیهان را نام‌ ببرید؟,هیدروژن و هلیوم، اکسیژن,"<Think>سه عنصر فراوان در کیهان هیدروژن، هلیم و اکسیژن هستند.</Think>
<ANSWER>هیدروژن، هلیم و اکسیژن</ANSWER>",1624234,هیدروژن، هلیم و اکسیژن,True
خطوط زمینی پهن باند از چه طریقی است؟,از طریق کابل کواکسیال، فیبر نوری یا سیم مسی,از طریق کابل‌های کواکسیال یا خطوط تلفن (DSL),1619771,از طریق کابل‌های کواکسیال یا خطوط تلفن (DSL),False
پا زدن در شنای پروانه شبیه به پا زدن در کدام حرکت شنا است؟,کرال سینه,"<Think>پا زدن در شنای پروانه به عنوان ""ضربان دلفین"" یا ""پای دلفین"" شناخته می‌شود. این حرکت شامل حرکت همزمان پاها به سمت بالا و پایین است که شبیه به دم دلفین است. این نوع پا زدن منحصر به شنای پروانه نیست و در شنای زیر آب (به ویژه پس از استارت و چرخش‌ها در شناهای کرال سینه و کرال پشت) نیز مورد استفاده قرار می‌گیرد.</Think>
<ANSWER>شنای دلفین</ANSWER>",1627714,شنای دلفین,False
مرادعلی خان در کدام سال خورشیدی در جنگ کشته شد؟,۱۲۳۵,سال ۱۱۵۹ خورشیدی,1637293,سال ۱۱۵۹ خورشیدی,False
دفتر مرکزی شرکت یاهو در کجا قرار دارد؟,,<ANSWER>سانی‌ویل، کالیفرنیا</ANSWER>,1611831,سانی‌ویل، کالیفرنیا,False
معاون لینکلن چه کسی بود؟,اندرو جانسون,<ANSWER>هانیبال هملین و اندرو جانسون</ANSWER>,1635757,هانیبال هملین و اندرو جانسون,False
زبان رسمی کشور کانادا چیست؟,,<ANSWER>انگلیسی و فرانسوی</ANSWER>,1639073,انگلیسی و فرانسوی,False
 امروزه پذیرفته ‌ترین نظریه درباره ی خاستگاه تئاتر چیست؟,منشأ آئینی امروز پذیرفته‌ترین نظریه دربارهٔ خاستگاه تئاتر است,"<Think>پذیرفته‌شده‌ترین نظریه درباره خاستگاه تئاتر، آن را به مناسک، آیین‌ها و مراسم مذهبی جوامع باستانی مرتبط می‌داند.</Think>
<ANSWER>مناسک و آیین‌های مذهبی</ANSWER>",1646911,مناسک و آیین‌های مذهبی,False
چرا تجارت قند و چای در انحصار ایران بود؟,,"<Think>در دوره قاجار و اوایل پهلوی، دولت ایران برای کسب درآمد و کنترل بازرگانی، انحصار تجارت برخی کالاهای کلیدی مانند قند و چای را در دست داشت.</Think>
<ANSWER>برای کسب درآمد و کنترل بازرگانی توسط دولت</ANSWER>",1637843,برای کسب درآمد و کنترل بازرگانی توسط دولت,False
شنای پروانه نیاز به چه چیزی دارد تا صورت بگیرد؟,تکنیک مناسب,هماهنگی و قدرت بدنی بالا,1627661,هماهنگی و قدرت بدنی بالا,False
در سال 1950 گیلان به چند شهرستان تقسیم شده بود؟,پنج شهرستان,۸ شهرستان (رشت، بندرانزلی، لاهیجان، رودسر، لنگرود، فومن، طوالش، صومعه‌سرا),1610312,۸ شهرستان (رشت، بندرانزلی، لاهیجان، رودسر، لنگرود، فومن، طوالش، صومعه‌سرا),False
ابن فقیه همدانی در کتاب «اخبار البلدان» آورده‌است که :آبادی طبرس در سده اول هجری از تعلقات کجا بوده؟,همدان,"<Think>ابن فقیه همدانی در کتاب ""اخبار البلدان"" ذکر کرده است که آبادی طبرس در سده اول هجری از تعلقات منطقه قهستان بوده است.</Think>
<ANSWER>قهستان</ANSWER>",1626551,قهستان,False
تئاتر در کدام دسته از هنرها جای می گیرد؟,تئاتر یکی از شاخه های  هنرهای نمایشی است,<ANSWER>هنرهای نمایشی</ANSWER>,1646746,هنرهای نمایشی,True
خواننده رپ با چه چیزی همراهی می‌شود؟,«بیت»,با موسیقی و یک ضرب‌آهنگ (بیت).,1616960,با موسیقی و یک ضرب‌آهنگ (بیت).,True
به کدام قسمت اروپا، اروپای جوان گفته می‌شود؟,,"<Think>اروپای جوان به کوه‌های جوانتر و تازه تشکیل‌شده اروپا اطلاق می‌شود. این شامل رشته‌کوه‌های آلپ و دیگر کوه‌هایی است که بخشی از سیستم آلپ-هیمالیا هستند و معمولاً در جنوب و جنوب شرق اروپا قرار دارند.</Think>
<ANSWER>بخش‌های کوهستانی جوانتر به ویژه کوه‌های آلپ</ANSWER>",1605287,بخش‌های کوهستانی جوانتر به ویژه کوه‌های آلپ,False
کتاب محبوب باغ گیاه‌شناسی اثر کیست؟,اراسموس داروین,<ANSWER>شینتارو تاناکا</ANSWER>,1624519,شینتارو تاناکا,False
منظور از میانه‌روها چیست؟,,"<Think>میانه‌روها به افرادی گفته می‌شود که در دیدگاه‌های سیاسی، اجتماعی یا فکری خود از افراط‌گرایی پرهیز می‌کنند و به سمت مواضع معتدل و سازش‌گرایانه تمایل دارند. آن‌ها معمولاً بین دو سر طیف سیاسی یا فکری قرار می‌گیرند و به دنبال راه‌حل‌های متعادل هستند.</Think>
<ANSWER>افرادی که دارای دیدگاه‌های معتدل هستند و از افراط‌گرایی در هر زمینه‌ای دوری می‌کنند.</ANSWER>",1635523,افرادی که دارای دیدگاه‌های معتدل هستند و از افراط‌گرایی در هر زمینه‌ای دوری می‌کنند.,False
در انتخابات ریاست جمهوری سال ۱۹۲۰ آمریکا وارن گامالیل هاردینگ چه کسی را شکست داد؟,جیمز کاکس دموکرات,جیمز کاکس,1635816,جیمز کاکس,True
پاسارگاد در فارسنامه ابن بلخی به چه نامی ذکر شده‌است؟,کمه,مسجد مادر سلیمان,1615633,مسجد مادر سلیمان,False
تراژدی کمدی های دوره ی نئو کلاسیک را بیشتر با چه عنوانی نام می برند؟,بیشتر با عنوان «عشق در برابر شرف» یا «شنل و شمشیر» یا «عشق و وظیفه» نام می‌برند,"<Think>تراژدی کمدی به نمایشنامه‌هایی گفته می‌شود که عناصر تراژدی و کمدی را با هم ترکیب می‌کنند. در دوره نئوکلاسیک، به ویژه در فرانسه، قوانین ژانر بسیار سخت‌گیرانه بود و ترکیب ژانرها اغلب مورد پسند نبود. با این حال، با ظهور اشکال جدید نمایشی که از قوانین کلاسیک تخطی می‌کردند و بین تراژدی و کمدی قرار می‌گرفتند، اصطلاح ""درام"" (Drame) یا ""نمایش"" به عنوان یک عنوان کلی‌تر برای این نوع آثار استفاده شد. به خصوص ""درام بورژوایی"" (Drame bourgeois) که در قرن ۱۸ام ظهور کرد، بسیاری از ویژگی‌های تراژدی کمدی را داشت و نه کاملاً تراژدی بود و نه کاملاً کمدی.</Think>
<ANSWER>درام</ANSWER>",1647479,درام,False
اولین بار در چه تاریخی مسابقه ی شنا در مسافت ۴۴۰ یارد در استرالیا برپا شد؟,سال ۱۸۴۶,تاریخ دقیق اولین مسابقه شنا در مسافت ۴۴۰ یارد در استرالیا مشخص نیست.,1645463,تاریخ دقیق اولین مسابقه شنا در مسافت ۴۴۰ یارد در استرالیا مشخص نیست.,False
چند بازی چند نفره نام ببرید؟,,"*   فورتنایت
*   ندای وظیفه
*   ماینکرافت
*   لیگ افسانه‌ها
*   دسته دوتا
*   اورت واچ",1619939,"*   فورتنایت
*   ندای وظیفه
*   ماینکرافت
*   لیگ افسانه‌ها
*   دسته دوتا
*   اورت واچ",False
چند مورد از سوغاتی‌های استان گیلان را نام ببرید؟,محصولات کشاورزی و دامی، پرندگان، ماهی‌ها، ترشیجات و مربا، صنایع دستی ابریشمی، چوبی و حصیری از جمله سوغاتی‌های گیلان هستند,کلوچه فومن، رشته خوشکار، زیتون پرورده، حصیربافی، رشتی‌دوزی، چادرشب‌بافی، چای و برنج.,1610198,کلوچه فومن، رشته خوشکار، زیتون پرورده، حصیربافی، رشتی‌دوزی، چادرشب‌بافی، چای و برنج.,False
مرز بین دو گویش عمده خاوری و باختری کجاست؟,سفیدرود,"<Think>مرز بین گویش‌های شرقی و غربی زبان فارسی معمولاً در منطقه بین ایران و افغانستان قرار می‌گیرد.</Think>
<ANSWER>در مرز ایران و افغانستان</ANSWER>",1609967,در مرز ایران و افغانستان,False
معنای لغوی تئاتر چیست؟,,"<Think>واژه ""تئاتر"" از کلمه یونانی ""theatron"" گرفته شده است. این کلمه از ""theasthai"" به معنای ""دیدن"" یا ""تماشا کردن"" می‌آید. بنابراین، معنای لغوی آن ""مکانی برای تماشا"" یا ""محل دیدن"" است.</Think>
<ANSWER>مکانی برای تماشا</ANSWER>",1647480,مکانی برای تماشا,False
اینترنت در چه سال‌هایی دوره‌های کوتاهی از رشد انفجاری داشته‌است؟,سال‌های ۱۹۹۶و۱۹۹۷,"<Think>رشد انفجاری اینترنت معمولاً به دو دوره اصلی نسبت داده می‌شود: اواسط تا اواخر دهه ۱۹۹۰ میلادی با ظهور وب جهان‌گستر و پس از آن در دهه ۲۰۰۰ و اوایل ۲۰۱۰ با گسترش اینترنت پهن‌باند و موبایل.</Think>
<ANSWER>اواسط و اواخر دهه ۱۹۹۰ میلادی و در دهه ۲۰۰۰ و اوایل ۲۰۱۰ میلادی</ANSWER>",1619226,اواسط و اواخر دهه ۱۹۹۰ میلادی و در دهه ۲۰۰۰ و اوایل ۲۰۱۰ میلادی,False
تصاویر و اسناد و سایر پرونده‌ها می‌تواند چگونه ارسال شود؟,به صورت پیوست نامه الکترونیک,به‌صورت پیوست ایمیل، از طریق سرویس‌های پیام‌رسان، آپلود در سرویس‌های ذخیره‌سازی ابری، یا پروتکل‌های انتقال فایل.,1619606,به‌صورت پیوست ایمیل، از طریق سرویس‌های پیام‌رسان، آپلود در سرویس‌های ذخیره‌سازی ابری، یا پروتکل‌های انتقال فایل.,False
مساحت اصلی ژاپن را کدام جزایر تشکیل داده‌است؟,۹۸٪ مساحت ژاپن از چهار جزیره به نام‌های هوکایدو، هونشو، شیکوکو و کیوشو تشکیل شده‌است.,هونشو، هوکایدو، کیوشو و شیکوکو,1622388,هونشو، هوکایدو، کیوشو و شیکوکو,False
 به نمایشی که به شکل جدی و مصیبت بار آغاز می‌شود اما شادمانه و با پایان خوش به اتمام می‌رسد؛ چه می گویند؟,تراژدی‌کمدی,تراژیکمدی,1647478,تراژیکمدی,True
این بیم وجود داشت که با خروج نیروهای بریتانیایی، تهران هدف حمله‌ی چه کسانی واقع شود؟,بلشویک‌ها و نیروهای تحت حمایت آن‌ها,"<Think>این سوال به حضور نیروهای بریتانیایی در تهران و بیم از حمله به پایتخت پس از خروج آن‌ها اشاره دارد. حضور نیروهای بریتانیایی در تهران عمدتاً در دوره جنگ جهانی دوم و پس از اشغال ایران در سال ۱۹۴۱ توسط متفقین (بریتانیا و شوروی) رخ داد. یکی از دلایل اصلی اشغال ایران، مقابله با نفوذ آلمان نازی در ایران و جلوگیری از پیوستن ایران به محور متفقین بود. بنابراین، اگر نیروهای بریتانیایی از تهران خارج می‌شدند، بیم اصلی از حمله یا نفوذ مجدد نیروهای محور، به ویژه آلمان، وجود داشت.</Think>
<ANSWER>نیروهای آلمانی (محور)</ANSWER>",1637484,نیروهای آلمانی (محور),False
ماهواره‌ها نیروی خود را از چه طریقی می‌گیرند؟,سلول‌های خورشیدی,از طریق سلول‌های خورشیدی و باتری‌ها,1632916,از طریق سلول‌های خورشیدی و باتری‌ها,False
قاره اروپا بعد از کدام قاره، دومین قاره کوچک جهان است؟,قاره اقیانوسیه,استرالیا,1605116,استرالیا,False
موسیقی هیپ هاپ در چه زمانی در کره جنوبی محبوبیت یافت؟,در اواسط دهه نود قرن بیستم,اوایل دهه ۲۰۰۰ میلادی,1617361,اوایل دهه ۲۰۰۰ میلادی,False
پیروزی رونالد ریگان در ابتدای دهه ۱۹۸۰، پیروزی کدام جناح حزب جمهوری‌خواه بود؟,جناح راست,"<Think>رونالد ریگان در ابتدای دهه ۱۹۸۰ (۱۹۸۰-۱۹۸۹) به ریاست جمهوری رسید. او به عنوان یک چهره برجسته از جریان محافظه‌کاری در حزب جمهوری‌خواه شناخته می‌شد.</Think>
<ANSWER>جناح محافظه‌کار</ANSWER>",1635989,جناح محافظه‌کار,True
گوگل داکیومنت چیست؟,,یک واژه‌پرداز رایگان مبتنی بر وب برای ایجاد و ویرایش اسناد است که به عنوان بخشی از مجموعه گوگل ورک‌اسپیس (Google Workspace) ارائه می‌شود.,1612730,یک واژه‌پرداز رایگان مبتنی بر وب برای ایجاد و ویرایش اسناد است که به عنوان بخشی از مجموعه گوگل ورک‌اسپیس (Google Workspace) ارائه می‌شود.,False
کدام دریا بزرگ‌ترین دریاچه جهان است؟,دریای خزر,<ANSWER>دریای خزر (کاسپین)</ANSWER>,1628878,دریای خزر (کاسپین),True
