question,answer,model_answer,clean_model_answer,is_correct
نام 3 خواهر ناتنی رضاه چیست؟,,اطلاعاتی در مورد خواهر ناتنی رضاه در متن موجود نیست.,اطلاعاتی در مورد خواهر ناتنی رضاه در متن موجود نیست.,False
در لغت‌نامه دهخدا واژه گیلان به چه معناست؟,محل سکونت گیل‌ها,محل سکونت گیل‌ها,محل سکونت گیل‌ها,True
 دلیل کافی برای کشف اکسیژن توسط سندی‌ووجیس از دیدگاه بوگاج چیست؟,جداسازی اکسیژن و ارتباط مناسب ماده با آن قسمت از هوا که برای زندگی لازم است,متن ارائه شده هیچ اشاره‌ای به کشف اکسیژن توسط سندی‌ووجیس یا دیدگاه بوگاج ندارد.,متن ارائه شده هیچ اشاره‌ای به کشف اکسیژن توسط سندی‌ووجیس یا دیدگاه بوگاج ندارد.,False
جان دالتون درمورد جرم اتمی اکسیژن به چه نتیجه‌ای رسیده‌‌بود؟,به این نتیجه رسید که جرم اتمی اکسیژن ۸ برابر بیشتر از هیدروژن است,جان دالتون درمورد جرم اتمی اکسیژن به نتیجه‌ای نرسیده است، زیرا در متن ارائه شده اطلاعاتی در این زمینه وجود ندارد.,جان دالتون درمورد جرم اتمی اکسیژن به نتیجه‌ای نرسیده است، زیرا در متن ارائه شده اطلاعاتی در این زمینه وجود ندارد.,False
میان‌رودان تحت سلطه کدام کشور بود؟,ایران,روم,روم,False
قدمت شنا کردن به حدود چند سال قبل از میلاد بر می گردد؟,,حدود ۴۰۰۰ سال قبل از میلاد,حدود ۴۰۰۰ سال قبل از میلاد,False
هنرهای هفتگانه را نام ببرید.,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
یکی از پرفروش‌ترین آلبوم‌های سال ۲۰۰۵ برای چه گروهی بوده؟,گروه رپ سندیکای بلگراد,انریکه ایگلسias,انریکه ایگلسias,False
در طی لشگرکشی چه کسی به مسیحیانی که در لشکرش بودند مشکوک شد و آن‌ها را از حکومت و ارتش اخراج کرد؟,یزدگرد دوم,یزدگرد اول,یزدگرد اول,False
اولین وب سایتی که در شبکه قرار گرفت درمورد چه بود؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
پرچم امویان بر طبق گفتهٔ طبری به چه رنگی بوده‌است؟,سفید,متن موجود اطلاعاتی دربارهٔ رنگ پرچم امویان ارائه نمی‌دهد.,متن موجود اطلاعاتی دربارهٔ رنگ پرچم امویان ارائه نمی‌دهد.,False
جاذبه‌های تاریخی تفرش را نام ببرید؟,,متن ارائه شده جاذبه‌های تاریخی تفرش را نام نمی‌برد.,متن ارائه شده جاذبه‌های تاریخی تفرش را نام نمی‌برد.,True
چرا بسیاری از وزارتخانه‌ها و سفارتخانه‌ها هلند خارج از پایتخت آن مستقر شده‌اند؟,تمرکززدایی,متن موجود به این سوال پاسخ نمی‌دهد.,متن موجود به این سوال پاسخ نمی‌دهد.,False
در چه بازه ی زمانی فدراسیون‌های ملی شنا در چندی از کشورهای اروپایی شکل گرفتند؟,در سال ۱۸۸۲ تا ۱۸۸۹,در سال 1880,در سال 1880,False
برای مردم عراق عجم، منطقه‌ خزر همسایه چگونه است؟,جهانی درهم برهم و واژگون هویت خودشان است,جهانی درهم برهم و واژگون هویت خودشان است.,جهانی درهم برهم و واژگون هویت خودشان است.,True
پزشکی پرفشار چیست؟,یک درمان پزشکی است,یک درمان پزشکی که از اتاق‌های اکسیژن مخصوص برای افزایش فشار نسبی اکسیژن استفاده می‌شود.,یک درمان پزشکی که از اتاق‌های اکسیژن مخصوص برای افزایش فشار نسبی اکسیژن استفاده می‌شود.,False
در بعضی از گویش‌های رایج در استان خوزستان «بختیاری» برای ادای حرف «خ» از چه حرفی بهره می‌گیرد؟,«ح»,ک,ک,False
درفش کاویانی چه زمانی ازبین رفت؟,پس از سرنگونی ساسانیان,پس از سرنگونی ساسانیان,پس از سرنگونی ساسانیان,True
مجتمع کاغذسازی هفت‌تپه به تولید چه چیزی می‌پردازد؟,استفاده از ضایعات نیشکر به تولید کاغذ می‌پردازد,متن ارائه شده به مجتمع کاغذسازی هفت‌تپه اشاره‌ای نکرده است.,متن ارائه شده به مجتمع کاغذسازی هفت‌تپه اشاره‌ای نکرده است.,False
آخرین فرمانروای زند کیست؟,لطفعلی خان,ناصرالدین شاه قاجار,ناصرالدین شاه قاجار,False
بلشویک‌ها که بودند؟,,بلشویک‌ها گروهی از سوسیالیست‌های تندرو بودند که به رهبری لنین در روسیه فعالیت می‌کردند.,بلشویک‌ها گروهی از سوسیالیست‌های تندرو بودند که به رهبری لنین در روسیه فعالیت می‌کردند.,False
سه عنصر فراوان در کیهان را نام‌ ببرید؟,هیدروژن و هلیوم، اکسیژن,هیدروژن، هلیم، اکسیژن,هیدروژن، هلیم، اکسیژن,True
خطوط زمینی پهن باند از چه طریقی است؟,از طریق کابل کواکسیال، فیبر نوری یا سیم مسی,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
پا زدن در شنای پروانه شبیه به پا زدن در کدام حرکت شنا است؟,کرال سینه,کرال سینه,کرال سینه,True
مرادعلی خان در کدام سال خورشیدی در جنگ کشته شد؟,۱۲۳۵,سال ۱۱۷۱,سال ۱۱۷۱,False
دفتر مرکزی شرکت یاهو در کجا قرار دارد؟,,در متن موجود اطلاعاتی درباره دفتر مرکزی شرکت یاهو وجود ندارد.,در متن موجود اطلاعاتی درباره دفتر مرکزی شرکت یاهو وجود ندارد.,False
معاون لینکلن چه کسی بود؟,اندرو جانسون,اندرو جانسون,اندرو جانسون,True
زبان رسمی کشور کانادا چیست؟,,انگلیسی و فرانسوی,انگلیسی و فرانسوی,False
 امروزه پذیرفته ‌ترین نظریه درباره ی خاستگاه تئاتر چیست؟,منشأ آئینی امروز پذیرفته‌ترین نظریه دربارهٔ خاستگاه تئاتر است,متن ارائه شده به این سوال پاسخ نمی‌دهد.,متن ارائه شده به این سوال پاسخ نمی‌دهد.,False
چرا تجارت قند و چای در انحصار ایران بود؟,,متن ارائه شده اطلاعاتی درباره انحصار تجارت قند و چای در ایران ندارد.,متن ارائه شده اطلاعاتی درباره انحصار تجارت قند و چای در ایران ندارد.,True
شنای پروانه نیاز به چه چیزی دارد تا صورت بگیرد؟,تکنیک مناسب,حرکت هم‌زمان پاها,حرکت هم‌زمان پاها,False
در سال 1950 گیلان به چند شهرستان تقسیم شده بود؟,پنج شهرستان,5 شهرستان,5 شهرستان,True
ابن فقیه همدانی در کتاب «اخبار البلدان» آورده‌است که :آبادی طبرس در سده اول هجری از تعلقات کجا بوده؟,همدان,تعلق به اسفراین,تعلق به اسفراین,False
تئاتر در کدام دسته از هنرها جای می گیرد؟,تئاتر یکی از شاخه های  هنرهای نمایشی است,هنرهای نمایشی,هنرهای نمایشی,True
خواننده رپ با چه چیزی همراهی می‌شود؟,«بیت»,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
به کدام قسمت اروپا، اروپای جوان گفته می‌شود؟,,اروپای شرقی,اروپای شرقی,False
کتاب محبوب باغ گیاه‌شناسی اثر کیست؟,اراسموس داروین,اطلاعاتی در مورد نویسنده کتاب محبوب باغ گیاه‌شناسی در متن موجود نیست.,اطلاعاتی در مورد نویسنده کتاب محبوب باغ گیاه‌شناسی در متن موجود نیست.,False
منظور از میانه‌روها چیست؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
در انتخابات ریاست جمهوری سال ۱۹۲۰ آمریکا وارن گامالیل هاردینگ چه کسی را شکست داد؟,جیمز کاکس دموکرات,جیمز کاکس,جیمز کاکس,True
پاسارگاد در فارسنامه ابن بلخی به چه نامی ذکر شده‌است؟,کمه,کمه,کمه,True
تراژدی کمدی های دوره ی نئو کلاسیک را بیشتر با چه عنوانی نام می برند؟,بیشتر با عنوان «عشق در برابر شرف» یا «شنل و شمشیر» یا «عشق و وظیفه» نام می‌برند,تراژدی کمدی,تراژدی کمدی,False
اولین بار در چه تاریخی مسابقه ی شنا در مسافت ۴۴۰ یارد در استرالیا برپا شد؟,سال ۱۸۴۶,در متن ارائه شده اطلاعاتی درباره تاریخ برگزاری مسابقه شنا در مسافت ۴۴۰ یارد در استرالیا وجود ندارد.,در متن ارائه شده اطلاعاتی درباره تاریخ برگزاری مسابقه شنا در مسافت ۴۴۰ یارد در استرالیا وجود ندارد.,False
چند بازی چند نفره نام ببرید؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
چند مورد از سوغاتی‌های استان گیلان را نام ببرید؟,محصولات کشاورزی و دامی، پرندگان، ماهی‌ها، ترشیجات و مربا، صنایع دستی ابریشمی، چوبی و حصیری از جمله سوغاتی‌های گیلان هستند,,,False
مرز بین دو گویش عمده خاوری و باختری کجاست؟,سفیدرود,مرز بین دو گویش عمده خاوری و باختری در ایران مشخص نشده است.,مرز بین دو گویش عمده خاوری و باختری در ایران مشخص نشده است.,False
معنای لغوی تئاتر چیست؟,,"تئاتر به معنای ""جای دیدن"" است.","تئاتر به معنای ""جای دیدن"" است.",False
اینترنت در چه سال‌هایی دوره‌های کوتاهی از رشد انفجاری داشته‌است؟,سال‌های ۱۹۹۶و۱۹۹۷,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
تصاویر و اسناد و سایر پرونده‌ها می‌تواند چگونه ارسال شود؟,به صورت پیوست نامه الکترونیک,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
مساحت اصلی ژاپن را کدام جزایر تشکیل داده‌است؟,۹۸٪ مساحت ژاپن از چهار جزیره به نام‌های هوکایدو، هونشو، شیکوکو و کیوشو تشکیل شده‌است.,چهار جزیره هوکایدو، هونشو، شیکوکو و کیوشو,چهار جزیره هوکایدو، هونشو، شیکوکو و کیوشو,False
 به نمایشی که به شکل جدی و مصیبت بار آغاز می‌شود اما شادمانه و با پایان خوش به اتمام می‌رسد؛ چه می گویند؟,تراژدی‌کمدی,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
این بیم وجود داشت که با خروج نیروهای بریتانیایی، تهران هدف حمله‌ی چه کسانی واقع شود؟,بلشویک‌ها و نیروهای تحت حمایت آن‌ها,ملیون (طرفدار آلمان),ملیون (طرفدار آلمان),False
ماهواره‌ها نیروی خود را از چه طریقی می‌گیرند؟,سلول‌های خورشیدی,متن موجود به این سوال پاسخ نمی‌دهد.,متن موجود به این سوال پاسخ نمی‌دهد.,False
قاره اروپا بعد از کدام قاره، دومین قاره کوچک جهان است؟,قاره اقیانوسیه,استرالیا,استرالیا,False
موسیقی هیپ هاپ در چه زمانی در کره جنوبی محبوبیت یافت؟,در اواسط دهه نود قرن بیستم,متن موجود اطلاعاتی درباره محبوبیت موسیقی هیپ هاپ در کره جنوبی ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره محبوبیت موسیقی هیپ هاپ در کره جنوبی ارائه نمی‌دهد.,False
پیروزی رونالد ریگان در ابتدای دهه ۱۹۸۰، پیروزی کدام جناح حزب جمهوری‌خواه بود؟,جناح راست,جناح راست حزب جمهوری‌خواه,جناح راست حزب جمهوری‌خواه,True
گوگل داکیومنت چیست؟,,سرویس آنلاین ویرایش و مدیریت اسناد توسط گوگل,سرویس آنلاین ویرایش و مدیریت اسناد توسط گوگل,False
کدام دریا بزرگ‌ترین دریاچه جهان است؟,دریای خزر,دریاچهٔ خزر,دریاچهٔ خزر,False
در چه سالی مسابقات جام جهانی برای اولین بار از طریق تلویزیون پخش شدند؟,۱۹۵۴,1349,1349,False
ژاپنی‌ها چگونه در ساخت کاغذ از گیاهان استفاده می‌کنند؟,,متن ارائه شده اطلاعاتی دربارهٔ روش‌های ساخت کاغذ از گیاهان توسط ژاپنی‌ها ندارد.,متن ارائه شده اطلاعاتی دربارهٔ روش‌های ساخت کاغذ از گیاهان توسط ژاپنی‌ها ندارد.,True
چه کسانی نشان دادند که نسبت حجمی هیدروژن نسبت به اکسیژن در آب ۲ به ۱ است؟,ژوزف لویی گیلوساک و الکساندر فون هومبولت,آنتوان لوران لاوازیه و هنری کاوندیش,آنتوان لوران لاوازیه و هنری کاوندیش,False
مخالفان رضاشاه او را مسئول برباد رفتن چه چیزی در ایران می‌دانند؟,مشروطیت,برباد رفتن تشکیلات دینی,برباد رفتن تشکیلات دینی,False
سلطان درجهٔ نظامی برابر با چیست؟,سرهنگ,سلطان درجهٔ نظامی برابر با است.,سلطان درجهٔ نظامی برابر با است.,False
کلیسای کاتولیک به چند آیین اصلی کلیسا باور دارد؟,هفت,هفت آیین,هفت آیین,True
سؤال همیشگی والدینی که علاقمند هستند فرزندانشان شنا یاد بگیرند چیست؟,چه موقع باید آموزش شنا را شروع کرد,چگونه فرزندانمان را به شنا یاد بدهیم؟,چگونه فرزندانمان را به شنا یاد بدهیم؟,False
چه کسی شنای پروانه را ابداع کرد؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
پیش از وقوع مهاجرت گسترده در جریان قرن بیستم و پس از آن، جمعیت خوزستان غالباً از چند گروه زبانی تشکیل می‌شد؟,دو گروه زبانی,دزفولی، اهوازی، شوشتری، لری بختیاری، بهمیئی، لری بالاگریوه ای,دزفولی، اهوازی، شوشتری، لری بختیاری، بهمیئی، لری بالاگریوه ای,False
رضاشاه پهلوی در چه سال‌هایی پادشاه ایران بود؟,از ۱۳۰۴ تا ۱۳۲۰ خورشیدی,1925-1941,1925-1941,True
ناصرالدین شاه در چه سالی از دنیا رفت؟,,1919,1919,False
نوار سیلیسیمی چیست؟,,متن موجود اطلاعاتی درباره نوار سیلیسیمی ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره نوار سیلیسیمی ارائه نمی‌دهد.,False
فرهنگ بودایی در کدام قرن به رشد و شکوفایی رسید؟,قرن هشتم,بین قرن‌های چهارم و هفتم,بین قرن‌های چهارم و هفتم,False
دیگر چهرهٔ شاخص کودتا اسفند 1299 که بود؟,سید ضیاءالدین طباطبایی,رضاخان,رضاخان,False
 در چه سالی برای اولین بار مسابقات جام جهانی دارای مرحله گروهی شدند؟,۱۹۳۴,1934,1934,True
چه کشورهایی از قاره اروپا یک بار میزبان مسابقات جام جهانی بوده‌اند؟,سوئیس ، سوئد ، انگلستان ،اسپانیا ، آلمان ،روسیه و آلمان غربی,فرانسه، ایتالیا، بلژیک، رومانی، یوگسلاوی,فرانسه، ایتالیا، بلژیک، رومانی، یوگسلاوی,False
در بازه 1996 تا 2006 چند نفر از گیلان مهاجرت کردند؟,۱۷۷٬۷۰۷ نفر,اطلاعاتی در مورد تعداد مهاجران از گیلان در بازه 1996 تا 2006 در متن موجود نیست.,اطلاعاتی در مورد تعداد مهاجران از گیلان در بازه 1996 تا 2006 در متن موجود نیست.,False
به چه دلیل رشته بدن‌سازی در سال ۲۰۱۰ از برنامه رقابت‌های بازی‌های آسیایی کنار گذاشته شد؟,به دنبال انتقاد از نحوه و کیفیت داوری در رقابت‌های رشتهٔ بدن‌سازی در بازی‌های سال ۲۰۰۶,به دنبال انتقاد از نحوه و کیفیت داوری در رقابت‌های رشتهٔ بدن‌سازی در بازی‌های سال ۲۰۰۶,به دنبال انتقاد از نحوه و کیفیت داوری در رقابت‌های رشتهٔ بدن‌سازی در بازی‌های سال ۲۰۰۶,True
ساسانیان با چه کسانی دشمنی داشتند؟,اشکانیان,رومیان,رومیان,False
در چه روزهایی گیلان گردشگران زیادی را به سوی خود جلب می‌کند؟,روزهای تعطیل و غیرتعطیل,در متن ارائه شده، به روزهای خاصی اشاره نشده است که گیلان گردشگران زیادی را به سوی خود جلب می‌کند.,در متن ارائه شده، به روزهای خاصی اشاره نشده است که گیلان گردشگران زیادی را به سوی خود جلب می‌کند.,False
مرحله ی توسعه و بلوغ برای یک قطعه نرم افزار را شرح دهید.,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
گروه ویژه مهندسی اینترنت چه گروهی است؟,سازمانی بین‌المللی و غیرانتفاعی است و هر فردی می‌تواند در وظایفشان با آن مشارکت کند,پنتاگون,پنتاگون,False
کلیه روستاهای دهستان رودبار در چه منطقه‌ای قرار گرفته؟,منطقه‌ای کاملاً کوهستانی,منطقه گیلان,منطقه گیلان,False
صدا و سیمای مرکز گیلان در چه سالی فعالیت خود را شروع کرد؟,۱۳۳۴,۱۳۳۴,۱۳۳۴,True
یک نرم‌افزار پیام‌رسان نام ببرید؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
چند عضو شورای المپیک آسیا در بازی‌های آسیایی ۲۰۱۰ حضور پیدا کردند؟,۴۵ عضو,تعداد اعضای شورای المپیک آسیا در متن ذکر نشده است.,تعداد اعضای شورای المپیک آسیا در متن ذکر نشده است.,False
در کدام کشور برای اولین بار مسابقات جام جهانی  دارای مرحله گروهی شدند؟,ایتالیا,ایتالیا,ایتالیا,True
مردم شهرستان اندیمشک و شوش به چه زبانی صحبت می‌کنند؟,زبان لری بالاگریوه ای,زبان عربی,زبان عربی,False
نام پسر یزدگرد اول چه بود؟,نرسی,بهرام پنجم,بهرام پنجم,False
در سال 1381 شمسی، در مکاتبات انگلیسی، نام دریای شمال ایران چه چیزی اعلام شد؟,کاسپین,Caspian Sea,Caspian Sea,True
شعار رونالد ریگان در انتخابات سال 1980 چه بود؟,کاهش مالیات‌ها، کاهش هزینه‌های دولت، تقویت بودجه نظامی و کاهش دخالت‌های دولت در امر بخش خصوصی,کاهش مالیات‌ها، کاهش هزینه‌های دولت، تقویت بودجه نظامی و کاهش دخالت‌های دولت در امر بخش خصوصی,کاهش مالیات‌ها، کاهش هزینه‌های دولت، تقویت بودجه نظامی و کاهش دخالت‌های دولت در امر بخش خصوصی,True
چه چیزی در صفحات وب پربیننده می‌تواند سود زیادی دربرداشته باشد؟,تبلیغ برخط,بازیگران,بازیگران,False
 تغییر سرخ و تغییر آبی در چه مقیاسی اتفاق می افتد؟,در مقیاس بسیار کمی,در مقیاس بسیار کم,در مقیاس بسیار کم,True
تفرش با چه جاذبه‌هایی همه ساله پذیرای انبوه مسافران از اقصی نقاط ایران می‌باشد؟,جاذبه‌های طبیعی و تاریخی و امامزاده‌های متعدد,متن ارائه شده به جاذبه‌های تفرش اشاره‌ای نکرده است.,متن ارائه شده به جاذبه‌های تفرش اشاره‌ای نکرده است.,False
حزب لیبرال کانادا را توضیح دهید.,,متن ارائه شده اطلاعاتی درباره حزب لیبرال کانادا ندارد.,متن ارائه شده اطلاعاتی درباره حزب لیبرال کانادا ندارد.,True
شاپور پیروزی خودش را چگونه جشن گرفت؟,شاپور پیروزی خود را با کنده‌کاری کردن یک نقش برجسته شکوهمند در نقش رستم و بیشاپور,,,False
چه کسی در نشریهٔ خود دربارهٔ کشف حجاب و آزادی زنان نوشت و به دلیل شکایت ناظر شریعت زندان محکوم شد؟,ابراهیم خواجه‌نوری,مهدی بازرگان,مهدی بازرگان,False
هدف بنیانگذاران گوگل از انتخاب واژه‌ی گوگول چه بود؟,نشان دادن این موضوع بود که موتور جستجوی مورد نظر آنها قرار است که جستجو را در انبوهی از اطلاعات به انجام رساند,برای نشان دادن تعداد بسیار زیاد اطلاعات موجود در اینترنت.,برای نشان دادن تعداد بسیار زیاد اطلاعات موجود در اینترنت.,True
چه چیزی در ریه‌ها به جابجایی کربن مونوکسید از گروه هموگلوبین کمک می‌کند؟,افزایش غلظت اکسیژن,افزایش غلظت اکسیژن,افزایش غلظت اکسیژن,True
مزار کاشف السلطنه چند سال قدمت دارد؟,,حدود ۱۷۰۰ سال,حدود ۱۷۰۰ سال,False
"کدام دانشنامه در مدخل ""دید عوام نسبت به هویت گیلانی"" می‌نویسد؟",دانشنامه ایرانیکا,دانشنامه ایرانیکا,دانشنامه ایرانیکا,True
ابن مجاهد در چه قرنی می‌زیست؟,چهارم هجری,قرن چهارم هجری,قرن چهارم هجری,True
در سال 2012 جمهوری آذربایجان روزانه چند هزار بشکه نفت از دریای خزر استخراج می‌کرد؟,۸۹۰,نمی‌توان اطلاعات مربوط به استخراج نفت از دریای خزر در سال 2012 را از متن استخراج کرد.,نمی‌توان اطلاعات مربوط به استخراج نفت از دریای خزر در سال 2012 را از متن استخراج کرد.,False
چه کسی جانشین خوبی برای برادر خود نبود؟,اردشیر دوم,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False
مواد اولیه ی ایلیاد و ادیسه ی هومر از کدام تمدن گرفته شده است؟ ,تمدن باستانی اژه‌ای,تمدن یونان,تمدن یونان,False
در چه سالی قباد اول گریخت؟,۴۹۸,سال ۴۹۸,سال ۴۹۸,True
آبشار نیاگارا در کدام کشور می باشد؟,کانادا,کانادا,کانادا,True
برنامه‌نویس‌ها در بخش‌های سازمان فناوری اطلاعات چه شرکت‌هایی کار می‌کنند؟,شرکت‌های نرم‌افزاری بزرگ، شرکت‌های خدمت‌رسانی کوچک و نهادهای دولتی,متن ارائه شده به این سوال پاسخ نمی‌دهد.,متن ارائه شده به این سوال پاسخ نمی‌دهد.,False
