question,answer,model_answer,clean_model_answer,is_correct,em_score,f1_score,precision_score,recall_score,parse_result
مهم ترین ایالت-شهرهای یونان باستان را نام ببرید.,آتیکا (آتن)، اسپارت، کورِنت، تِب، مگارو آرگوس,آتیکا (آتن)، اسپارت، کورِنت، تِب، مگارو، آرگوس,آتیکا (آتن)، اسپارت، کورِنت، تِب، مگارو، آرگوس,True,False,0.5714285714285714,0.5714285714285714,0.5714285714285714,False
جین آئو- یونگ در چه سالی توانست هفت هفته متوالی جایزه فری استایل فرایدی را در بت ۱۰۶ و پارک که برنامه‌ای مختص هیپ هاپ بود، از آن خود کند؟,سال ۲۰۰۲,2003,2003,False,False,0.0,0.0,0.0,False
فرهنگ مینوسی در چه بازه ی تاریخی شکفته بود؟,از سال ۲۵۰۰ تا ۱۴۰۰ پیش از میلاد,از سدهٔ هشتم تا ششم پیش از میلاد,از سدهٔ هشتم تا ششم پیش از میلاد,False,False,0.625,0.625,0.625,False
سردار رومی چه چیز هایی را پس گرفت؟,سرزمین‌های از دست رفته,اهالی رومی میان‌رودان و ارمنستان,اهالی رومی میان‌رودان و ارمنستان,False,False,0.0,0.0,0.0,False
اروندرود در کجا قرار دارد؟,,در گیلان,در گیلان,False,False,0.0,0.0,0.0,False
چند درصد از مردم خوزستان در سال 1395، در سکونتگاه‌های روستایی زندگی می‌کردند؟,۲۴/۵ درصد,اطلاعاتی در مورد درصد مردم خوزستان در سکونتگاه‌های روستایی در سال 1395 در متن موجود نیست.,اطلاعاتی در مورد درصد مردم خوزستان در سکونتگاه‌های روستایی در سال 1395 در متن موجود نیست.,False,False,0.1111111111111111,0.0625,0.5,False
یک مثال متداول برای اثر داپلر بزنید.,شنیدن صدای ماشینی است که از دور با آژیر نزدیک می‌شود و عبور می‌کند و سپس دور می‌شود,شنیدن صدای ماشینی که به سمت فرد نزدیک می‌شود و سپس دور می‌شود.,شنیدن صدای ماشینی که به سمت فرد نزدیک می‌شود و سپس دور می‌شود.,False,False,0.6451612903225806,0.7692307692307693,0.5555555555555556,False
نقاشی رژهٔ ارتش بریتانیا در برابر ملکه ویکتوریا و ناصرالدین شاه قاجار متعلق به چه سالی است؟,۱۸۷۳ م (۱۲۹۰ ه‍.ق),1873,1873,True,False,0.0,0.0,0.0,False
در دوره‌ی رئیس‌الوزرایی رضاخان، چه گروهی بیشترین نقش را در تبلیغات گسترده برای برپایی جمهوری داشت؟,ارتش,گروه ملیون,گروه ملیون,False,False,0.0,0.0,0.0,False
درچه سالی اردشیر با خاموش کردن شورش هایی از طرف دیگر برادرهایش که اعدام شدند،خود را حکمران پارس خواند؟,۲۰۸,۲۰۸,۲۰۸,True,True,1.0,1.0,1.0,True
هندوستان به استعمارچه کسانی درآمده بود؟,انگلیسی‌ها,هندوستان به استعمار بریتانیا در آمده بود.,هندوستان به استعمار بریتانیا در آمده بود.,True,False,0.0,0.0,0.0,False
فشار کپسولی که باعث کشته شدن کشته شدن خدمه آپولو ۱ در آزمایش سکوی پرتاب شد باید چقدر ‌می‌بود؟,باید فشار آن حدود ۱⁄۳ فشار محیط باشد,حدود ۱⁄۳ فشار محیط,حدود ۱⁄۳ فشار محیط,True,False,0.6666666666666666,1.0,0.5,False
اکسیژن قبل از سال ۱۶۰۴ توسط چه کسی جداسازی شد؟,مایکل سندی‌ووجیس,اکسیژن قبل از سال ۱۶۰۴ توسط هیچ کس جداسازی نشده است.,اکسیژن قبل از سال ۱۶۰۴ توسط هیچ کس جداسازی نشده است.,False,False,0.0,0.0,0.0,False
در اواخر دوره قاجار ایران به چند بخش تقسیم شده بود؟ ,نوزده بخش,چند بخش مشخص نشده است.,چند بخش مشخص نشده است.,False,False,0.28571428571428575,0.2,0.5,False
به چه دلیل کمیتهٔ المپیک کویت در ژانویه ۲۰۱۰ به حالت تعلیق درآمد؟,به دلیل دخالت‌های سیاسی دولت این کشور,به دلیل دخالت دولت در امور ورزشی,به دلیل دخالت دولت در امور ورزشی,True,False,0.42857142857142855,0.42857142857142855,0.42857142857142855,False
کلیسای کاتولیک رومی از بزرگ‌ترین کلیساهای کدام دین در جهان است؟,مسیحیت,مسیحیت,مسیحیت,True,True,1.0,1.0,1.0,True
جمعیت تخمینی عرب‌های استان خوزستان بر‌پایه آمار ذکر شده در سال 1378 چند نفر بوده‌است؟,بین یک میلیون و هشتصد هزار تا دو میلیون نفر,حدود 2 میلیون نفر,حدود 2 میلیون نفر,False,False,0.28571428571428575,0.5,0.2,False
حجم دریای خزر چند کیلومتر مکعب است؟,۷۷۰۰۰۰,770000 کیلومتر مکعب,770000 کیلومتر مکعب,True,False,0.0,0.0,0.0,True
رضاشاه پس از رسیدن به پادشاهی و گزیدن نام خانوادگی پهلوی به چه اسمی شناخته شد؟,رضاشاه پهلوی,رضا پهلوی,رضا پهلوی,False,False,0.5,0.5,0.5,False
در کدام کشور کمیسر اطلاعات، پس از اطمینان از اینکه گوگل در دریافت اشتباه اطلاعات، اطلاعات «مهمی» را دریافت نکرده‌است گوگل را تبرئه کرد؟,بریتانیا,ایران,ایران,False,False,0.0,0.0,0.0,False
اصالت نوش‌آفرین آیرملو چیست؟,گرجی یا ایروانی,اطلاعاتی در مورد اصالت نوش‌آفرین آیرملو در متن موجود نیست.,اطلاعاتی در مورد اصالت نوش‌آفرین آیرملو در متن موجود نیست.,False,False,0.0,0.0,0.0,False
ملیون که بود؟,,طرفدار آلمان در جنگ جهانی اول,طرفدار آلمان در جنگ جهانی اول,False,False,0.0,0.0,0.0,False
سامانه‌های خودگردان اینترنت با چه چیزی به هم متصل شده‌اند؟,روتر,روتر,روتر,True,True,1.0,1.0,1.0,True
آشناترین ترکیب اکسیژن چیست؟,آب,اکسیژن (O₂),اکسیژن (O₂),False,False,0.0,0.0,0.0,False
اولین آهنگ رپ فارسی با گرایشی عامه‌پسند توسط چه کسی تولید شد؟,حسن شماعی‌زاده,سروش هیچکس,سروش هیچکس,False,False,0.0,0.0,0.0,False
کشور مکزیک در کدام قاره واقع شده‌است؟,,آمریکا,آمریکا,False,False,0.0,0.0,0.0,False
پایتخت کانادا کجا می باشد؟,اُتاوا,اوتاوا,اوتاوا,True,False,0.0,0.0,0.0,False
شنای تروجن در چه سالی ابداع شد؟,سال ۱۸۷۸,اطلاعاتی در مورد سال ابداع شنای تروجن در متن موجود نیست.,اطلاعاتی در مورد سال ابداع شنای تروجن در متن موجود نیست.,False,False,0.15384615384615385,0.09090909090909091,0.5,False
سیستم عامل آی‌اواس چند نسخه دارد؟,,متن ارائه شده به تعداد نسخه‌های سیستم عامل آی‌اواس اشاره‌ای نکرده است.,متن ارائه شده به تعداد نسخه‌های سیستم عامل آی‌اواس اشاره‌ای نکرده است.,False,False,0.0,0.0,0.0,False
امپراتور در ژاپن بر اساس کدام معیار انتخاب می‌شود؟,,امپراتور نماد کشور و وحدت ملی است و در رابطه با امور حکومتی قدرتی ندارد.,امپراتور نماد کشور و وحدت ملی است و در رابطه با امور حکومتی قدرتی ندارد.,False,False,0.0,0.0,0.0,False
امیر کبیر در کجا به قتل رسید؟,,در کاخ فین در کاشان,در کاخ فین در کاشان,False,False,0.0,0.0,0.0,False
بخش عمده در‌آمدهای اقتصادی ژاپن مربوط به چیست؟,صادرات,تولید ناخالص داخلی,تولید ناخالص داخلی,False,False,0.0,0.0,0.0,False
درجه یاور معادل چیست؟,ستوان,یار,یار,False,False,0.0,0.0,0.0,False
شعار غیررسمی شرکت گوگل چه بود؟,شرور نباشید,Don't be evil,Don't be evil,True,False,0.0,0.0,0.0,False
داستان موسیقی هیپ هاپ، عموماً درمورد چیست؟,اغلب مربوط به یک همتای خیالی,داستان‌های شبه خود زندگی‌نامه خوانندگان رپ,داستان‌های شبه خود زندگی‌نامه خوانندگان رپ,False,False,0.0,0.0,0.0,False
نتیجه آزمایش‌های مایکل سندی‌ووجیس درمورد ماده موجود در هوا چه بود؟,تشخیص داد که این ماده معادل محصول جانبی گازی است که با تجزیه حرارتی پتاسیم نیترات آزاد می‌شود,نتیجه آزمایش‌های مایکل سندی‌ووجیس درمورد ماده موجود در هوا در متن ارائه نشده است.,نتیجه آزمایش‌های مایکل سندی‌ووجیس درمورد ماده موجود در هوا در متن ارائه نشده است.,False,False,0.125,0.14285714285714285,0.1111111111111111,False
در پایان دوره ریاست جمهوری لیندون بنیز جانسون چه چیزهایی باعث شد تا جمهوری‌خواهان مجدداً به حکومت دعوت شوند؟,ناکامی در جنگ ویتنام و رشد روحیه محافظه کاری در میان مردم,ناکامی در جنگ ویتنام و رشد روحیه محافظه کاری در میان مردم,ناکامی در جنگ ویتنام و رشد روحیه محافظه کاری در میان مردم,True,True,1.0,1.0,1.0,True
اندرو جانسون بعد از قتل لینکلن چه چیزی را در دستور کار خویش قرار داد؟,بازسازی اقتصادی جنوب و مبارزه با آخرین بقایای برده داری,بازسازی اقتصادی جنوب و مبارزه با آخرین بقایای برده داری,بازسازی اقتصادی جنوب و مبارزه با آخرین بقایای برده داری,True,False,0.9,0.9,0.9,False
چند تیم اروپایی در نخستین دوره رقابت‌های جام جهانی فوتبال حاضر بودند؟,۴ تیم,4 تیم,4 تیم,True,False,0.5,0.5,0.5,True
 اولین زن نمایشگر ایرانی متعلق به کدام سلسله می باشد؟,ساسانیان,سلسله قاجار,سلسله قاجار,False,False,0.0,0.0,0.0,False
اولین لشکرکشی شاپور دوم به کدام منطقه بود؟,روم در غرب,نمی‌توان از متن استخراج کرد.,نمی‌توان از متن استخراج کرد.,False,False,0.0,0.0,0.0,False
اقتصاد ژاپن در کدام دهه پیشرفت کرد؟,دهه ۱۹۶۰م,دهه پنجاه میلادی و اوایل دهه شصت,دهه پنجاه میلادی و اوایل دهه شصت,False,False,0.22222222222222224,0.14285714285714285,0.5,False
صدای و سیمای مرکز گیلان فعالیت خود را با چه دستگاهی آغاز کرد؟,فرستنده رادیویی ۷۵ واتی که آنتن آن در اداره پست و تلگراف گیلان نصب شده بود,یک دستگاه فرستنده رادیویی ۷۵ واتی,یک دستگاه فرستنده رادیویی ۷۵ واتی,False,False,0.36363636363636365,0.6666666666666666,0.25,False
متن بیانیه سید ضیاء بعد از کودتا اسفند 1299 چیست؟,,متن بیانیه سید ضیاء در اسفند 1299 در متن ارائه شده وجود ندارد.,متن بیانیه سید ضیاء در اسفند 1299 در متن ارائه شده وجود ندارد.,True,False,0.0,0.0,0.0,False
ژاپن در مقام مقایسه با کشور‌های دیگر در کدام مرتبه قرار می‌گیرد؟,در مقام مقایسه به‌طور تقریبی کشور ژاپن یک بیستم آمریکا، یک نهم هندوستان، یک و نیم برابر بریتانیا و چیزی کمتر از یک چهارم ایران است.,سومین اقتصاد بزرگ جهان از نظر تولید ناخالص داخلی,سومین اقتصاد بزرگ جهان از نظر تولید ناخالص داخلی,False,False,0.05714285714285715,0.1111111111111111,0.038461538461538464,False
اکسیژن سطح دریا از کجا خارج و به سمت کجا افزایش می‌یابد؟,در اطراف استوا خارج شده و به سمت قطب‌ها افزایش می‌یابد,از اطراف استوا به سمت قطب‌ها,از اطراف استوا به سمت قطب‌ها,True,False,0.5882352941176471,0.8333333333333334,0.45454545454545453,False
نامزد جمهوری‌‌خواهان در نخستین انتخابات ریاست جمهوری پس از تأسیس این حزب، که بود؟,جان فریمونت,جان سی. فرمونت,جان سی. فرمونت,True,False,0.4,0.3333333333333333,0.5,False
چرا امروزه مردم‌شناسان، جوامع ابتدایی را فرو دستانه برآورد نمی کنند؟,آن‌ها دریافته‌اند که اگرچه جوامع پیشرفته از دانش تخصصی و فنون بهره‌مندی بیشتری دارند، اما در مقابل، غالباً از نظر همبستگی و یکپارچگی ویژه‌ای که در جوامع کمتر پیشرفته وجود دارد، دچار کمبود قابل توجهی هستند,زیرا مردم‌شناسان به کارکرد روزانهٔ جوامع معین و خط فرهنگی خاصهٔ هر جامعه توجه دارند.,زیرا مردم‌شناسان به کارکرد روزانهٔ جوامع معین و خط فرهنگی خاصهٔ هر جامعه توجه دارند.,False,False,0.11764705882352941,0.2,0.08333333333333333,False
کریستیان یوهان دوپلر کیست؟,فیزیکدان اتریشی,فیزیکدان اتریشی که اثر دوپلر را در سال ۱۸۴۲ بیان کرد.,فیزیکدان اتریشی که اثر دوپلر را در سال ۱۸۴۲ بیان کرد.,True,False,0.3076923076923077,0.18181818181818182,1.0,True
هیئت مدیره بین‌المللی واترپلو و کمیته بین‌المللی شنا در چه سالی پا گرفتند؟,سال ۱۹۲۸,این اطلاعات در متن موجود نیست.,این اطلاعات در متن موجود نیست.,False,False,0.0,0.0,0.0,False
قبل از عرضه اولیه، چه سهمی از گوگل در اختیار یاهو بود؟,۸٫۴ میلیون,اطلاعاتی در این زمینه در متن موجود نیست.,اطلاعاتی در این زمینه در متن موجود نیست.,False,False,0.0,0.0,0.0,False
چند نفر از مجلس نمایندگان ژاپن را زنان تشکیل داده‌اند؟,,اطلاعاتی در این زمینه در متن موجود نیست.,اطلاعاتی در این زمینه در متن موجود نیست.,False,False,0.0,0.0,0.0,False
ون گوگ توسط چه کسی به قتل رسید؟,یک مراکشی,متن موجود اطلاعاتی درباره ون گوگ و قاتل او ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره ون گوگ و قاتل او ارائه نمی‌دهد.,False,False,0.0,0.0,0.0,False
برنامه ی مسابقات شنای مردان در المپیک تا سال 1952 شامل چه رقابت هایی می شد؟,رقابت‌های کرال سینه، کرال پشت و قورباغه,مسابقات شنای مردان در المپیک تا سال 1952 شامل کرال سینه، پروانه، قورباغه و شنای مختلط بود.,مسابقات شنای مردان در المپیک تا سال 1952 شامل کرال سینه، پروانه، قورباغه و شنای مختلط بود.,False,False,0.3333333333333333,0.23529411764705882,0.5714285714285714,False
لئونارد کلینراک تئوری‌ مسیریابی سلسله مراتبی را در چه سالی ارائه کرد؟,سال ۱۹۶۷,۱۹۵۱,۱۹۵۱,False,False,0.0,0.0,0.0,False
چرا در بین مرزها بازرگانی و ازدواج و حتی جاسوسی را ممکن می‌ساخت؟,رفت‌وآمد بین مرزها آزاد بود,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
مهندس گوگل امیت پاتل، شعار غیر رسمی شرکت گوگل را در چه سالی ثبت کرد؟,,۲۰۱۱,۲۰۱۱,False,False,0.0,0.0,0.0,False
ساختمان اصلی گوگل به چه نامی شناخته می‌شود؟,گوگل‌پلکس,گوگل,گوگل,False,False,0.0,0.0,0.0,False
اولین خواننده هیپ هاپ در فرانسه چه کسی بود؟,,آفریقا بامباتا,آفریقا بامباتا,False,False,0.0,0.0,0.0,False
ژاپن از چند جزیره تشکیل شده‌است؟,بیش از ۶۸۰۰ جزیره,بیش از ۶۸۰۰ جزیره,بیش از ۶۸۰۰ جزیره,True,True,1.0,1.0,1.0,True
نام 3 خواهر ناتنی رضاه چیست؟,,اطلاعاتی در مورد خواهر ناتنی رضاه در متن موجود نیست.,اطلاعاتی در مورد خواهر ناتنی رضاه در متن موجود نیست.,False,False,0.0,0.0,0.0,False
در لغت‌نامه دهخدا واژه گیلان به چه معناست؟,محل سکونت گیل‌ها,محل سکونت گیل‌ها,محل سکونت گیل‌ها,True,True,1.0,1.0,1.0,True
 دلیل کافی برای کشف اکسیژن توسط سندی‌ووجیس از دیدگاه بوگاج چیست؟,جداسازی اکسیژن و ارتباط مناسب ماده با آن قسمت از هوا که برای زندگی لازم است,متن ارائه شده هیچ اشاره‌ای به کشف اکسیژن توسط سندی‌ووجیس یا دیدگاه بوگاج ندارد.,متن ارائه شده هیچ اشاره‌ای به کشف اکسیژن توسط سندی‌ووجیس یا دیدگاه بوگاج ندارد.,False,False,0.06666666666666667,0.07142857142857142,0.0625,False
جان دالتون درمورد جرم اتمی اکسیژن به چه نتیجه‌ای رسیده‌‌بود؟,به این نتیجه رسید که جرم اتمی اکسیژن ۸ برابر بیشتر از هیدروژن است,جان دالتون درمورد جرم اتمی اکسیژن به نتیجه‌ای نرسیده است، زیرا در متن ارائه شده اطلاعاتی در این زمینه وجود ندارد.,جان دالتون درمورد جرم اتمی اکسیژن به نتیجه‌ای نرسیده است، زیرا در متن ارائه شده اطلاعاتی در این زمینه وجود ندارد.,False,False,0.34285714285714286,0.2857142857142857,0.42857142857142855,False
میان‌رودان تحت سلطه کدام کشور بود؟,ایران,روم,روم,False,False,0.0,0.0,0.0,False
قدمت شنا کردن به حدود چند سال قبل از میلاد بر می گردد؟,,حدود ۴۰۰۰ سال قبل از میلاد,حدود ۴۰۰۰ سال قبل از میلاد,False,False,0.0,0.0,0.0,False
هنرهای هفتگانه را نام ببرید.,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
یکی از پرفروش‌ترین آلبوم‌های سال ۲۰۰۵ برای چه گروهی بوده؟,گروه رپ سندیکای بلگراد,انریکه ایگلسias,انریکه ایگلسias,False,False,0.0,0.0,0.0,False
در طی لشگرکشی چه کسی به مسیحیانی که در لشکرش بودند مشکوک شد و آن‌ها را از حکومت و ارتش اخراج کرد؟,یزدگرد دوم,یزدگرد اول,یزدگرد اول,False,False,0.5,0.5,0.5,False
اولین وب سایتی که در شبکه قرار گرفت درمورد چه بود؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
پرچم امویان بر طبق گفتهٔ طبری به چه رنگی بوده‌است؟,سفید,متن موجود اطلاعاتی دربارهٔ رنگ پرچم امویان ارائه نمی‌دهد.,متن موجود اطلاعاتی دربارهٔ رنگ پرچم امویان ارائه نمی‌دهد.,False,False,0.0,0.0,0.0,False
جاذبه‌های تاریخی تفرش را نام ببرید؟,,متن ارائه شده جاذبه‌های تاریخی تفرش را نام نمی‌برد.,متن ارائه شده جاذبه‌های تاریخی تفرش را نام نمی‌برد.,True,False,0.0,0.0,0.0,False
چرا بسیاری از وزارتخانه‌ها و سفارتخانه‌ها هلند خارج از پایتخت آن مستقر شده‌اند؟,تمرکززدایی,متن موجود به این سوال پاسخ نمی‌دهد.,متن موجود به این سوال پاسخ نمی‌دهد.,False,False,0.0,0.0,0.0,False
در چه بازه ی زمانی فدراسیون‌های ملی شنا در چندی از کشورهای اروپایی شکل گرفتند؟,در سال ۱۸۸۲ تا ۱۸۸۹,در سال 1880,در سال 1880,False,False,0.5,0.6666666666666666,0.4,False
برای مردم عراق عجم، منطقه‌ خزر همسایه چگونه است؟,جهانی درهم برهم و واژگون هویت خودشان است,جهانی درهم برهم و واژگون هویت خودشان است.,جهانی درهم برهم و واژگون هویت خودشان است.,True,True,1.0,1.0,1.0,True
پزشکی پرفشار چیست؟,یک درمان پزشکی است,یک درمان پزشکی که از اتاق‌های اکسیژن مخصوص برای افزایش فشار نسبی اکسیژن استفاده می‌شود.,یک درمان پزشکی که از اتاق‌های اکسیژن مخصوص برای افزایش فشار نسبی اکسیژن استفاده می‌شود.,False,False,0.31578947368421056,0.2,0.75,False
در بعضی از گویش‌های رایج در استان خوزستان «بختیاری» برای ادای حرف «خ» از چه حرفی بهره می‌گیرد؟,«ح»,ک,ک,False,False,0.0,0.0,0.0,False
درفش کاویانی چه زمانی ازبین رفت؟,پس از سرنگونی ساسانیان,پس از سرنگونی ساسانیان,پس از سرنگونی ساسانیان,True,True,1.0,1.0,1.0,True
مجتمع کاغذسازی هفت‌تپه به تولید چه چیزی می‌پردازد؟,استفاده از ضایعات نیشکر به تولید کاغذ می‌پردازد,متن ارائه شده به مجتمع کاغذسازی هفت‌تپه اشاره‌ای نکرده است.,متن ارائه شده به مجتمع کاغذسازی هفت‌تپه اشاره‌ای نکرده است.,False,False,0.11111111111111112,0.1,0.125,False
آخرین فرمانروای زند کیست؟,لطفعلی خان,ناصرالدین شاه قاجار,ناصرالدین شاه قاجار,False,False,0.0,0.0,0.0,False
بلشویک‌ها که بودند؟,,بلشویک‌ها گروهی از سوسیالیست‌های تندرو بودند که به رهبری لنین در روسیه فعالیت می‌کردند.,بلشویک‌ها گروهی از سوسیالیست‌های تندرو بودند که به رهبری لنین در روسیه فعالیت می‌کردند.,False,False,0.0,0.0,0.0,False
سه عنصر فراوان در کیهان را نام‌ ببرید؟,هیدروژن و هلیوم، اکسیژن,هیدروژن، هلیم، اکسیژن,هیدروژن، هلیم، اکسیژن,True,False,0.5714285714285715,0.6666666666666666,0.5,False
خطوط زمینی پهن باند از چه طریقی است؟,از طریق کابل کواکسیال، فیبر نوری یا سیم مسی,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
پا زدن در شنای پروانه شبیه به پا زدن در کدام حرکت شنا است؟,کرال سینه,کرال سینه,کرال سینه,True,True,1.0,1.0,1.0,True
مرادعلی خان در کدام سال خورشیدی در جنگ کشته شد؟,۱۲۳۵,سال ۱۱۷۱,سال ۱۱۷۱,False,False,0.0,0.0,0.0,False
دفتر مرکزی شرکت یاهو در کجا قرار دارد؟,,در متن موجود اطلاعاتی درباره دفتر مرکزی شرکت یاهو وجود ندارد.,در متن موجود اطلاعاتی درباره دفتر مرکزی شرکت یاهو وجود ندارد.,False,False,0.0,0.0,0.0,False
معاون لینکلن چه کسی بود؟,اندرو جانسون,اندرو جانسون,اندرو جانسون,True,True,1.0,1.0,1.0,True
زبان رسمی کشور کانادا چیست؟,,انگلیسی و فرانسوی,انگلیسی و فرانسوی,False,False,0.0,0.0,0.0,False
 امروزه پذیرفته ‌ترین نظریه درباره ی خاستگاه تئاتر چیست؟,منشأ آئینی امروز پذیرفته‌ترین نظریه دربارهٔ خاستگاه تئاتر است,متن ارائه شده به این سوال پاسخ نمی‌دهد.,متن ارائه شده به این سوال پاسخ نمی‌دهد.,False,False,0.0,0.0,0.0,False
چرا تجارت قند و چای در انحصار ایران بود؟,,متن ارائه شده اطلاعاتی درباره انحصار تجارت قند و چای در ایران ندارد.,متن ارائه شده اطلاعاتی درباره انحصار تجارت قند و چای در ایران ندارد.,True,False,0.0,0.0,0.0,False
شنای پروانه نیاز به چه چیزی دارد تا صورت بگیرد؟,تکنیک مناسب,حرکت هم‌زمان پاها,حرکت هم‌زمان پاها,False,False,0.0,0.0,0.0,False
در سال 1950 گیلان به چند شهرستان تقسیم شده بود؟,پنج شهرستان,5 شهرستان,5 شهرستان,True,False,0.5,0.5,0.5,False
ابن فقیه همدانی در کتاب «اخبار البلدان» آورده‌است که :آبادی طبرس در سده اول هجری از تعلقات کجا بوده؟,همدان,تعلق به اسفراین,تعلق به اسفراین,False,False,0.0,0.0,0.0,False
تئاتر در کدام دسته از هنرها جای می گیرد؟,تئاتر یکی از شاخه های  هنرهای نمایشی است,هنرهای نمایشی,هنرهای نمایشی,True,False,0.4,1.0,0.25,False
خواننده رپ با چه چیزی همراهی می‌شود؟,«بیت»,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
به کدام قسمت اروپا، اروپای جوان گفته می‌شود؟,,اروپای شرقی,اروپای شرقی,False,False,0.0,0.0,0.0,False
کتاب محبوب باغ گیاه‌شناسی اثر کیست؟,اراسموس داروین,اطلاعاتی در مورد نویسنده کتاب محبوب باغ گیاه‌شناسی در متن موجود نیست.,اطلاعاتی در مورد نویسنده کتاب محبوب باغ گیاه‌شناسی در متن موجود نیست.,False,False,0.0,0.0,0.0,False
منظور از میانه‌روها چیست؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
در انتخابات ریاست جمهوری سال ۱۹۲۰ آمریکا وارن گامالیل هاردینگ چه کسی را شکست داد؟,جیمز کاکس دموکرات,جیمز کاکس,جیمز کاکس,True,False,0.8,1.0,0.6666666666666666,False
پاسارگاد در فارسنامه ابن بلخی به چه نامی ذکر شده‌است؟,کمه,کمه,کمه,True,True,1.0,1.0,1.0,True
تراژدی کمدی های دوره ی نئو کلاسیک را بیشتر با چه عنوانی نام می برند؟,بیشتر با عنوان «عشق در برابر شرف» یا «شنل و شمشیر» یا «عشق و وظیفه» نام می‌برند,تراژدی کمدی,تراژدی کمدی,False,False,0.0,0.0,0.0,False
اولین بار در چه تاریخی مسابقه ی شنا در مسافت ۴۴۰ یارد در استرالیا برپا شد؟,سال ۱۸۴۶,در متن ارائه شده اطلاعاتی درباره تاریخ برگزاری مسابقه شنا در مسافت ۴۴۰ یارد در استرالیا وجود ندارد.,در متن ارائه شده اطلاعاتی درباره تاریخ برگزاری مسابقه شنا در مسافت ۴۴۰ یارد در استرالیا وجود ندارد.,False,False,0.0,0.0,0.0,False
چند بازی چند نفره نام ببرید؟,,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
چند مورد از سوغاتی‌های استان گیلان را نام ببرید؟,محصولات کشاورزی و دامی، پرندگان، ماهی‌ها، ترشیجات و مربا، صنایع دستی ابریشمی، چوبی و حصیری از جمله سوغاتی‌های گیلان هستند,,,False,False,0.0,0.0,0.0,False
مرز بین دو گویش عمده خاوری و باختری کجاست؟,سفیدرود,مرز بین دو گویش عمده خاوری و باختری در ایران مشخص نشده است.,مرز بین دو گویش عمده خاوری و باختری در ایران مشخص نشده است.,False,False,0.0,0.0,0.0,False
معنای لغوی تئاتر چیست؟,,"تئاتر به معنای ""جای دیدن"" است.","تئاتر به معنای ""جای دیدن"" است.",False,False,0.0,0.0,0.0,False
اینترنت در چه سال‌هایی دوره‌های کوتاهی از رشد انفجاری داشته‌است؟,سال‌های ۱۹۹۶و۱۹۹۷,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
تصاویر و اسناد و سایر پرونده‌ها می‌تواند چگونه ارسال شود؟,به صورت پیوست نامه الکترونیک,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
مساحت اصلی ژاپن را کدام جزایر تشکیل داده‌است؟,۹۸٪ مساحت ژاپن از چهار جزیره به نام‌های هوکایدو، هونشو، شیکوکو و کیوشو تشکیل شده‌است.,چهار جزیره هوکایدو، هونشو، شیکوکو و کیوشو,چهار جزیره هوکایدو، هونشو، شیکوکو و کیوشو,False,False,0.6363636363636364,1.0,0.4666666666666667,False
 به نمایشی که به شکل جدی و مصیبت بار آغاز می‌شود اما شادمانه و با پایان خوش به اتمام می‌رسد؛ چه می گویند؟,تراژدی‌کمدی,Could not find any relevant information to answer the question.,Could not find any relevant information to answer the question.,False,False,0.0,0.0,0.0,False
این بیم وجود داشت که با خروج نیروهای بریتانیایی، تهران هدف حمله‌ی چه کسانی واقع شود؟,بلشویک‌ها و نیروهای تحت حمایت آن‌ها,ملیون (طرفدار آلمان),ملیون (طرفدار آلمان),False,False,0.0,0.0,0.0,False
ماهواره‌ها نیروی خود را از چه طریقی می‌گیرند؟,سلول‌های خورشیدی,متن موجود به این سوال پاسخ نمی‌دهد.,متن موجود به این سوال پاسخ نمی‌دهد.,False,False,0.0,0.0,0.0,False
قاره اروپا بعد از کدام قاره، دومین قاره کوچک جهان است؟,قاره اقیانوسیه,استرالیا,استرالیا,False,False,0.0,0.0,0.0,False
موسیقی هیپ هاپ در چه زمانی در کره جنوبی محبوبیت یافت؟,در اواسط دهه نود قرن بیستم,متن موجود اطلاعاتی درباره محبوبیت موسیقی هیپ هاپ در کره جنوبی ارائه نمی‌دهد.,متن موجود اطلاعاتی درباره محبوبیت موسیقی هیپ هاپ در کره جنوبی ارائه نمی‌دهد.,False,False,0.10526315789473684,0.07692307692307693,0.16666666666666666,False
پیروزی رونالد ریگان در ابتدای دهه ۱۹۸۰، پیروزی کدام جناح حزب جمهوری‌خواه بود؟,جناح راست,جناح راست حزب جمهوری‌خواه,جناح راست حزب جمهوری‌خواه,True,False,0.6666666666666666,0.5,1.0,True
